unique_id,asin,product_name,product_type,helpful,rating,title,date,reviewer,reviewer_location,review_text
B0002ER3B8:these_do_not_work_with_the_burner_i_bought:younetta_hield,B0002ER3B8,Memorex 4.7GB/8x DVD-R (50-Pack Spindle): Electronics,electronics,0 of 3,1.0,These do not work with the burner i bought,"March 10, 2006",Younetta Hield,,"I have tried these dvdrs with the burner i bought from amazon and  they do not work, i will try them again and send an email to you.  I bought a few imation to try in the burner to ensure it wasnt faulty and they worked!!! what is up with these dvds?"
B000A2LSPO:don't_buy_this:richard_harrold,B000A2LSPO,"By HandHelditems Travel/ Wall Charger w/ IC Chip for Apple iPod 3G / 4G / Video / iPod Mini / iPod Nano , White: Electronics",electronics,4 of 5,1.0,Don't Buy This,"July 31, 2006",Richard Harrold,"Sun Lakes, AZ",I plugged my Nano into this charger for about 10 minutes and picked it up to check it out - it almost burnt my hand. My Nano is now Toast! I hope it just toasted the battery and not the whole device
"B000A2LSPO:works_good_for_a_while,_then_dies..._:marms79",B000A2LSPO,"By HandHelditems Travel/ Wall Charger w/ IC Chip for Apple iPod 3G / 4G / Video / iPod Mini / iPod Nano , White: Electronics",electronics,6 of 6,2.0,"Works good for a while, then dies...","May 2, 2006",marms79,"Seattle, WA United States","I liked this when I first got it... very cheap, handy to travel with or leave at work, etc. After a couple months, it died completely... the little power light wouldn't even come on. I'm really disappointed all I have now is a charger that doesn't work."
B0001DHHIY:you_get_what_you_pay_for_._._._:m._conway,B0001DHHIY,TRENDnet 54Mbps 802.11G Wireless PCI Adapter: Electronics,electronics,,2.0,You get what you pay for . . .,"November 3, 2006",M. Conway,Virginia,"I purchased this wireless card based on the price, figuring that even if it didn't live up to the good reviews here, I would only be out ~$20.  The set up was easy and smooth, but the card won't stay connected to my wireless network.  I've got a Belkin wireless router.  The Trendnet signal meter generally shows ~95% signal strength, but the connection only lasts for a few minutes, and I have to keep cycling the connection to regain network access--very annoying.  I know there's nothing wrong with the network because my laptop's connection is stable.  I purchased a D-Link card, and it has worked flawlessly.  Unfortunately, I threw away the packaging when the Trendnet card arrived; if I hadn't, then this card would be on its way back to Amazon now.  Like the title of my review says: you get what you pay for . . ."
"B0001FSCZO:piece_of_crap.,...stay_away.:jacob_w._clark",B0001FSCZO,Linksys Storage Link for USB 2.0 Disk Drives NSLU2: Electronics,electronics,1 of 7,1.0,"Piece of crap.,...stay away.","September 29, 2006",Jacob W. Clark,,"I have many Linksys devices and this is by far the worst one. I love Linksys stuff, which is why eveything that i own involving networking is linksis. But this thing is a piece of crap and now i cant recover the 60 gigs of personal pictures that were on my hardrive because of this things format. Spend a little more money and get a dedicated Network Attached Storage hard drive"
"B0000CEPC8:unreliable_-_voice_unit_keeps_breaking:j._a._chen_""loss4words""",B0000CEPC8,Plantronics CS50 900 MHz Wireless Office Headset System: Electronics,electronics,3 of 3,1.0,Unreliable - voice unit keeps breaking,"September 20, 2006","J. A. Chen ""Loss4words""",NYC,"My company supplies these cordless headsets to its employees so I have alot of experience using headsets.  This is the latest upgrade and it is the worst unit I have ever used.  It works great for about 3 or 4 months on average.  After that, the voice unit stops working.  I can hear others speaking to me but no one can hear me.  I have gone through 4 of these units in 13 months and the longest lived unit lasted &lt; 5 months.  One broke after &lt; 2 months.  Other colleagues have complained about the same thing happening with their units.  After the experiences I have had with this piece of junk, I would never buy anything from Plantronics with my own money.  Avoid this rubbish"
"B000068IG0:hp_has_lost_me_as_a_customer..:andy_white_""http://www.cartoonservices.com""",B000068IG0,HP Color LaserJet 4600 Printer: Electronics,electronics,,1.0,HP has lost me as a customer..,"September 28, 2006","Andy White ""http://www.cartoonservices.com""",Fort Worth TX  USA,"I'm a cartoonist. I need to be able to print color images for clients. I bought this printer two years ago from Staples, for $2500! Worked great for a couple months, after which the toner cartridges started leaking and the print quality rapidly dimished.

DO NOT BUY THIS PRINTER!

I'm reluctant to buy anything else from HP, knowing that how it performs on the sales floor can be markedly different from how it will perform after a couple months of light use"
"B000068IG0:total_garbage:d._mullins_""ddmj""",B000068IG0,HP Color LaserJet 4600 Printer: Electronics,electronics,2 of 2,1.0,Total Garbage,"April 14, 2005","D. Mullins ""ddmj""","Niceville, FL USA",We've had this printer at my office for about 2 1/2 years. It's a giant waste of money. Magenta cartridges spew toner everywhere. Cyan cartridges streak. It's even worse when you use the manual feed. HP has no answers because they deny all the issues. HP's support is lackluster at best anyway. The first time when this machine was under warranty it took me three weeks worth of phone calls to get anything accomplished with them. Stay away from this printer at all costs. If you own one it makes a nice doorstop or paperweight. This is totally unacceptable considering toner and printer costs. I expect more from a product with the HP brand stamped on the box. To bad you can't give 0 stars
B000068IG0:magenta_toner_leaks_on_this_model:joseph_c._ross,B000068IG0,HP Color LaserJet 4600 Printer: Electronics,electronics,3 of 3,1.0,Magenta toner leaks on this model,"March 17, 2005",Joseph C. Ross,,Obviously HP has a design flaw on the magenta cartridges. I have also experienced leakage from only the magenta (why only this one?
"B000068IG0:same_as_the_others:michael_n._singer_""sms8634""",B000068IG0,HP Color LaserJet 4600 Printer: Electronics,electronics,2 of 2,1.0,Same as the others,"October 20, 2004","Michael N. Singer ""sms8634""","Fair Lawn, NJ United States",Powder from the toner cartridges get all over the inside of the printer and then ruins every page that is printed.  Every page that is printed from my printer has a greyish color due to the powder dirt inside.  It is impossible to clean it since the powder is everywhere.  The only way to get it clean would be to bring it to a car wash (obviously this would leave the printer with bigger problems than page color).  What a waste of money!!!  Good thing my office bought it and not me or I would be furious
"B0002CWPV8:terrible..._spend_the_money_and_get_the_d-link_dwl-g730ap_:julie_fey_""american_expat""",B0002CWPV8,Netgear WGR101 Cable/DSL Wireless Travel Router: Electronics,electronics,2 of 2,1.0,Terrible... spend the money and get the D-Link DWL-G730AP,"April 29, 2006","Julie Fey ""American Expat""","Songkhla, Thailand","We travel quite a bit, both business and pleasure, domestic and international... so the idea of a pocket wireless router was a God send.  We bought this one at the beginning of our annual leave (aka tour the US in a month).  We'd heard good things about the D-Link but with the rebates, this one was practically free.... there was a reason it's always on sale.  
It took forever to set up.  The old firmware is buggy, the new firmware is difficult and touchy to install.  The router itself does not seem to be compatible with most personal cable/DSL modems.  Out of the eight houses we were in, it would only work with one, although it appeared to connect with several others.  It did work with the Ethernet connection of about 70% of the hotels... but that's not a great average.  It also gets very very hot and than will quit working until it cools down again.  Frustrating.
After the first week we went out and got the pocket D-Link.. excellent- plug it in and it works EVERYWHERE: personal homes, questionable modems, hotels, etc... we have used it from Alabama to Bangkok and everywhere in between.  It's also about half the size of the Netgear.  Save the hassle and get it first.
... also a tip, pick up a little usb wi-fi adaptor with your router.  You will find that many people without a wireless router already, will only have a desktop, and you will need to make it ""wireless"" as you will be connecting their modem to your router."
B0002CWPV8:not__acceptable_for_multi-user_or_wep_access:drjulians,B0002CWPV8,Netgear WGR101 Cable/DSL Wireless Travel Router: Electronics,electronics,1 of 1,1.0,Not  Acceptable for Multi-user or WEP Access,"June 15, 2005",drjulians,"Houston, TX USA","I hoping to use the WGR101 to provide wireless, encrypted access to two laptops from a wired ethernet connection in a hotel. It worked fine in single-user, no encryption mode but that is not what I needed. I experienced severe problems trying to use it in single user mode with WEP or in multi-user mode with and without WEP. One or both laptops would lose the ability to connect to the internet at seemingly random intervals. Sometimes cycling the laptop wireless radio would restablish the connection, sometimes I had to reboot the laptops, sometimes I had to reboot the WGR101, and sometimes I had to reboot the laptops and the WGR101. Stay away from this product unless single user, unencrypted access is what you need"
"B00006HOKR:great_while_it_lasted,_but:rocket_scientist",B00006HOKR,Sangean DT200V AM/FM/TV Portable Pocket-Size Radio: Electronics,electronics,4 of 4,2.0,"Great While It Lasted, but","June 7, 2006",Rocket Scientist,"Huntsville, Alabama","My Sangean DT200V pocket radio failed after 2.5 years of infrequent use.  I kept it in a padded pocket of my briefcase where it experienced no significant shocks or temperature extremes.  It worked perfectly on the few occasions when I used it over the 2.5 year period, until yesterday.  The buttons, switches, and display still work perfectly, but only very faint white noise can be heard, whether via speaker or via earphone.  The volumn of the faint white noise is not significantly affected by the volumn control.  The batteries are new, and there is no corrosion from the previous batteries."
B00006HOKR:serious_problems:csl,B00006HOKR,Sangean DT200V AM/FM/TV Portable Pocket-Size Radio: Electronics,electronics,2 of 3,2.0,Serious problems,"April 16, 2006",CSL,NW USA,"Perhaps I got a lemon, but I feel wary of buying another DT200V for 2 reasons:


1.  From the day I got it, the power button was so sensitive that a tiny waft of air (no kidding) would turn it off (or back on) at whim.  Right in the middle of a song, or talk, this shortly became maddening.

Since this is unacceptable for a $50-range radio; and since I didn't want to spend as much money mailing it to and fro as it was worth, instead of sending it back -(OH looking back, how I should have!)- I opened it up myself, and had to physically shave down the plastic underside of the on/off button where it touched the internal power switch.  As I couldn't conversely move the guts further from the button, this was the only solution.

Thankfully this worked, and the on/off button did not give me further problems after this.




However,

2.  Not many weeks or months of use in, the radio developed this habit of shorting out or something to where my pre-set stations just scanned as blank 'fuzz' (no station, not even 'intelligent' fuzz/crackle like it knew a station existed anywhere on the planet) and I could get zero stations of anything at all--not FM, not AM, and no TV.

This would happen right after turning the radio on, and I should note that I always used headphones (not the ones supplied; as with most, throw them away, they're not worth it).  It seemed to me through trial and error that just turning the radio on was fine, but the act of plugging in some headphones joggled some connection or shorted something out, and did this.

I tried several different pair and types of headphones (some with noise cancelling switches, some without, and with these On and Off), and used the 'lock' switch on the radio both in the on and off position while plugging in my headphones (as the company I bought them from recommended turning the lock switch on when changing batteries, to prevent shorts), but nothing I have done has prevented this from eventually happening again...repeatedly.

It is really annoying when it does, as removing the batteries (which always will lose all your presets, by the way) and waiting several minutes rarely clears the short.

Weirdly, the thing I've found which clears the short or re-makes whatever connection is messed up correct itself, is opening up the back (screwdriver required) and kind of pushing the guts (board) one direction or another, kind of scooting it (there's minimal movement available, though), and saying a little prayer and putting the whole thing back together again.  Most of the time, that has worked.  Occasionally, I've had to repeat the process 3-5 times before it will.

Sometimes it lasts several weeks before this'll happen again, other times, it happens multiple times a day.  The day I can't fix it (I don't even know what I'm doing that's fixing it!), I'll throw it across the room, against a wall, and I probably _won't_ buy another one.
(If I do, I'm keeping the receipt, NEVER opening up the back as it voids any warranty, and returning it (not for repairs--for a refund!) the split second it gives me any trouble of any kind.)





For all this, I grudgingly say that it does have very good reception quality of FM (I almost exclusively listen to this), pulls the stations in nicely, and has very low amount of static.  When one particular station does, it's usually more the fault of distance, or we're getting out of range, or the batteries are very low- that's at fault.

Indoors in a computer-saturated office-cubby environment and not near a window, though, I'd have to say, it has had some significant problems pulling in any more than 3-4 strong-signal stations without major static.  But your office environs may vary.  (Some are more electrical field saturated than most.)

The FM (musical) sound quality itself is good/decent, and I might say better than many...but my 1 criticism on it is a certain 'canniness' of sound quality (across various headphones I've plugged in).  It's lacking some fullness of the midrange, and warmth.  Also, the bass is not what it could be.  I'm not sure given its overall sound quality signature if the addition of a bass boost button would have helped it or not.

For me, clarity and volume have helped me ignore some of the lesser aspects of the DT200V's sound signature.  However, shopping for my next purchase, that will move up higher in importance"
"B00022TN9A:very_cheap_and_""plasticy"":dave",B00022TN9A,Logitech Cordless Desktop - Black: Electronics,electronics,1 of 2,1.0,"Very Cheap and ""Plasticy""","January 28, 2006",Dave,,"This has to be the worst keyboard I've purchased.  It's my first wireless.  I've used and sold several keyboards and none have fealt as cheap as this.

With the added snap-on plastic palm rest it sets the base up too high.  Without it there is a 'hump' where your palms go that puts your hands an an uncomfortable angle.

The plastic is really bad.  It feels really cheap and slick.  

Before I purchased this I had been trying to get in tough with Logitech about their products and compatability but they never bothered to respond.  

So, bad product....company on the slide.....doesn't add up to a good value.  

Logitech used to be the best company out there...or at least one of the best..."
B00022TN9A:disappointed_with_the_mouse:stephen_matthews,B00022TN9A,Logitech Cordless Desktop - Black: Electronics,electronics,2 of 2,1.0,disappointed with the mouse,"July 14, 2005",Stephen Matthews,"Crisfield, MD USA","Though I like the keyboard, I've found two serious problems with the mouse.  First, it is very sensitive to movement.  I've tried making some adjustments but it is still difficult to control.  Finally and more importantly, the mouse burns a set of AA batteries about every 8 days.  I only use the mouse about 6 hours a week so I should be getting a lot more battery life.  I've bought other Logitech products and have been pleased with them but in this case I wish I had bought another brand."
B00005UEA6:slower_than_molasses--until_i_formatted_it.:fred_s._hann,B00005UEA6,Viking 128 MB Secure Digital Card (SD128M): Electronics,electronics,20 of 27,1.0,Slower than molasses--until I formatted it.,"October 16, 2004",Fred S. Hann,"Destin, FL USA","NOTE TO EVERYONE WHO IS HAVING PROBLEMS WITH THIS CARD--I reformatted it in my camera and it works fine now!!
Initially I wrote:
I was very disappointed in the shot-to-shot speed with this card (using a Minolta Xg).  The Panasonic card that came with the camera, which I thought would be cheap, is THREE TIMES FASTER than this ""upgrade"".  This card is useless to me as it cripples the camera I bought it to work in.  It takes FOURTEEN SECONDS from one shot to the next with this card.  With the original card, it's less than four seconds.  The claim that this is a ""high speed"" card is dishonest.  This is the slowest card I've ever used.  I will throw this card away rather than curse someone else with it."
"B00005UEA6:doa:d._n._weaver_""orhuskerfan""",B00005UEA6,Viking 128 MB Secure Digital Card (SD128M): Electronics,electronics,16 of 18,1.0,DOA,"August 7, 2004","D. N. WEAVER ""orhuskerfan""","Salem, OR United States","The first card I received was defective.  Even after formatting it in a camera, the image files could not be transferred to any of 3 computers with 2 different O/Ses via USB cable to the camera or card reader.  I'm waiting on a replacement.  Hope it works"
"B0006OCZHG:all_setup_as_described_here,_unit_not_stable.:fabian_lamaestra",B0006OCZHG,Linksys WGA54AG Game Adapter 802.11A/G 54 Mbps: Electronics,electronics,,2.0,"All setup as described here, UNIT NOT STABLE.","November 21, 2006",Fabian Lamaestra,"Reston, VA","After reading the detailed reports here for how to setup this Linksys gaming adapter unit, everything worked great for several days. I setup the fixed IPs, and all the rest of the settings through the web interface, all seemed well. 

Note: I'm a network engineer, so the dual-fixed-ip recommendation [one for each segment] is actually pretty normal in other network bridging appliances. I suspect the MS game adapter simply performs the DHCP handshake better than this unit and that is why it is so easy to setup. 


Then the weird stuff started. 

After having had this unit turned on for several days, I notice the connection would become slow and not quite as fast as when the Linksys is first turned on. Yet, the XBOX still shows the signal between 48 and 54 Mbps. Strange. 

I have reproduced this several times, booting the linksys device, then playing all kinds of games online for hours, running XBMC and playing media through the network perfectly. All is good for several hours, but come back the next day after leaving the Linksys on all day/night, turn on the XBOX, and the network connection is spotty again, but the link details show a full speed connection in the XBOX wireless interface details. 

A swift power cycle of the Linksys unit solves the problem immediately, but why should I need to do this? I suspect some NIC buffer is being filled on the Linksys and the power cycle clears out the unit's network buffers. 

If anyone has figured out what settings to use to keep this thing stable, I am ready to listen, maybe I should select a G-only network and set the speed at 54 or 48 fixed, maybe that will work? 

Anyway, I am getting tired of power cycling this thing every day. 

Good Luck, 
F."
"B0006OCZHG:incompatible,_no_support:guy_terry",B0006OCZHG,Linksys WGA54AG Game Adapter 802.11A/G 54 Mbps: Electronics,electronics,1 of 1,1.0,"Incompatible, no support","August 31, 2006",Guy Terry,"Little Elm, TX","I purchased this device to add to my wireless network, which uses a Belkin wireless router.  I had to connect the router directly to the game adapter since it could not be detected by my wireless router.  After configuring it, I could never find it once it was disconnected from the ethernet cable from my wireless router.  I made three attempts at customer service - my first call was disconnected after 20 minutes, the second call was working with a woman in India, who's headset had a ton of static to add to her accent.  I had to end that session because we couldn't hear each other.  I then used online chat, and after 90 minutes I still had not solved my problem, and that session was disconnected for unknown reasons.  The lady from India did mention that mixing their product with any other wireless router would be a problem, and now I believe her"
B0000632G0:koss:,B0000632G0,Koss KD250 DVD Player: Electronics,electronics,4 of 4,2.0,KOSS,"May 6, 2004",,,"DON'T BUY IT!   I bought a KOSS DVD player and it broke in 6 months.  I was told I was out of luck because the warranty is only 90 days.  They do not do repairs.  My only option is to buy a new one and wasn't even offered a discounted price for it.  I have seen several complaints like mine about KOSS on the web.  They make JUNK and they make it to last just to get past the warranty period and then it breaks.  Oh, by the way I loved it until it broke"
B0007U0INM:caveat_emptor:mark_n._conry,B0007U0INM,Toshiba Gigabeat MEG-F40S 40 GB Digital Audio Player Silver: Electronics,electronics,1 of 1,2.0,Caveat Emptor,"October 23, 2006",Mark N. Conry,"Centennial, CO United States","I recently purchased a refurbished Toshiba Gigabeat F40 for about $150. Quite a bargain for a 40-gig MP3 player. However, upon reflection, I regret the purchase.

The Gigabeat hardware seems to be OK, with good sound quality etc. The major failing is with the included software. As other reviews have pointed out, the Gigabeat will only play encrypted tracks. The Gigabeat is supplied with Gigabeat Room application software to provide the necessary encryption. Gigabeat Room starts automatically when connected to the PC via the USB port. From the time the Gigabeat is connected till the Gigabeat Room application is displayed on the screen is 30 minutes. If you switch from viewing the Gigabeat file directory to the PC file directory, the application hangs. If you try to update your track library, the application hangs. I have yet to get  through a single operation from beginning to end without the program hanging. Every time the Gigabeat Room hangs, you have to restart the application, with yet another 30-minute wait to resume. The file directory on the Gigabeat is usually out of sync with what is actually present on the hard drive. Microsoft Media Player version 10 may also be used to synchronize the Gigabeat. I have a 35-gig library. It took Media Player 18 hours to encrypt and copy all 8100 tracks to the Gigabeat. In short, be prepared for a maddening and time consuming experience with this player. Software that gives error messages such as ""The Program Is Quitted"" and with such obvious fragility may have been expected in 1986 but is absolutely unreasonable in 2006.

In my estimation you would be much better off purchasing an MP3 player, even at greater cost, that can play MP3 files directly, with file maintenance provided by Windows Explorer and or Media Player."
"B00006JPFT:not_satisfied.:d._arnoczky_""deba""",B00006JPFT,Coby CA-706 CD/MD/MP3 Car Kit Adapter: Electronics,electronics,,1.0,Not satisfied.,"July 31, 2006","D. Arnoczky ""DebA""","North Olmsted, OH USA",Even the slightest bump cause the casette to pop out and stop the CD. I will be returning this to Amazon for a refund
"B00006JPFT:coby_universal_portable_cd/md_car_kit:m._a._vodjansky_""mav""",B00006JPFT,Coby CA-706 CD/MD/MP3 Car Kit Adapter: Electronics,electronics,23 of 36,1.0,Coby Universal Portable CD/MD car kit,"January 3, 2004","M. A. Vodjansky ""mav""","Winlock, Wa USA",The picture shows the cassette feature along with the car kit.  The cassette did not come with the kit.  Very disappointed
"B0006ZACJ8:not_a_good_product:drew_ragan_""drew""",B0006ZACJ8,DLO iBoom Boombox for iPod White: Electronics,electronics,4 of 4,2.0,Not a good product,"March 15, 2006","Drew Ragan ""Drew""","Woodstock, GA United States","I purchased this to have a stereo for my iPod for primary use in my office, but to take with me other places.  I have the 30 gig Video ipod - it fits loosly.  The entire system seems cheaply made.  As I mentioned, I wanted to use it in my office - well, at the lowest volume control, it is not very quite, so I would annoy my co-workers if I turned it on.  Bottom line - Save your money!!"
B0008JFJRC:needs_significant_improvement:gerryc,B0008JFJRC,Motorola MD7081 5.8GHz Digital 2-line Phone: Electronics,electronics,3 of 3,2.0,Needs Significant Improvement,"September 21, 2006",GerryC,"Northport, NY","I replaced a Siemens 8825 with the Motorola 7081 and was, unfortunately, really disappointed. The 8825 while rich in function, is quite lacking in quality. So what's good about the 7081 is:

1.	Great design and feel, especially the handset.
2.	Nice look to the unit.
3.	Well-lit displays.
4.	Easy to understand voice prompts when accessing remotely.
5.	Reasonable range.
6.	Nice feel to the buttons.
7.	Fairly easy to go through the setup.
8.	Ability to sort the phonebook alphabetically.
9.	Base has phonebook that can be shared by the handsets.
10.	Motorola customer support (excellent).

Now what's not good:

1.	Even at maximum volume, you can barely hear the speakerphone on                 
        the base.
2.	Sound on the handset is distorted, fuzzy. The person on the other
        end hears a hiss. The volume is adequate, but barely.
3.	Cannot search the phonebook. If you sorted it alphabetically and
        need to access a name starting with ""Z"" you have to scroll through 
        the entire phonebook.
4.	Can't record an outgoing message remotely.
5.	Battery level indicator on handset is useless. When the handset is 
        in the charging cradle, it shows a charging indication at all
        times. When it is out of the cradle, it doesn't show anything.

I really wanted to like this unit because it has such a nice look and feel to it but the poor sound quality is a showstopper."
B0008JFJRC:unacceptable:j._moore,B0008JFJRC,Motorola MD7081 5.8GHz Digital 2-line Phone: Electronics,electronics,16 of 24,1.0,Unacceptable,"October 26, 2005",J. Moore,,"I have had this phone for 20 hours - and am returning it.

There is static noise on the line when people talk on the other end.  The echo of my voice from the earpiece is very distracting - I find it very disconcerting.

The wall mount bracket causes the base to stick straight out from the wall - and as a previous reviewer mentioned, is usually up to your nose given the location of most wall mounts.  This strikes me as an unexcusable oversight on Motorola's part.  Either make it desk only - or do the wall mount right.

The speaker for the speakerphone feature is in the back of the phone - while the microphone is in the front of the phone.  Dumb design - I feel like I'm either not listening or not being picked up when talking.

The volume on the base speakerphone is too low at highest setting.

I'm very disappointed in this phone.  Much like a previous reviewer, the 1 star is only because I couldn't give it a 0 star rating"
"B0002OZXHO:ipod_is_great_-_itunes_makes_it_suck!:rachel_alice_hunter_""rachelsfx""",B0002OZXHO,Apple 20 GB iPod M9282LL/A�(4th Generation): Electronics,electronics,5 of 7,1.0,iPod is Great - iTunes makes it suck!,"August 28, 2006","Rachel Alice Hunter ""rachelsfx""",Florida USA,"After using RCA and Creative (both suck), I decided to try an iPod--this one since only a moron watches video on a 3-4 inch screen.

iTunes doesn't like M$ too much I guess. iTunes is really crappy software. If you have a big WMA audio collection, go elsewhere. Conversion causes sound quality loss especially if you ripped at 64kbps. Protected files can't be converted so you have to burn to a CD then let iTunes rip it.

If you don't use iTunes to buy music, 5 stars. If you do, 1 star.

The iPod, which I returned after discovering it would take months to convert to iPod compatibility, is flawlessly designed and takes a licking.

Google ""itunes problems"" and you'll find a lot of hate for iTunes.

My problem: why NOT support WMA files? iPod would grab 99% of the market if they did and kill the upcoming M$ MP3 player that will even play iTunes stuff"
B00065XSP8:the_volumen_is_not_enough:hernan_espinoza_ch,B00065XSP8,Macally Podwave Portable Stereo Speakers for iPod: Electronics,electronics,1 of 1,2.0,the volumen is not enough,"November 2, 2006",Hernan Espinoza Ch,,"When I put this device in my mp3 player, I espect listen the music but I need a room completly silent and obviusly that no was my intention."
B0001J3Q9W:killed_my_ipod_:thomas,B0001J3Q9W,Belkin F8V7067-APL Mobile Power Cord for iPod: Electronics,electronics,2 of 4,1.0,killed my ipod,"May 17, 2006",Thomas,Arizona,"I was using this power cord in conjunction w/ the belkin fm transmitter during a recent 4 hour car ride. when I unplugged the ipod, it was incredibly hot, and now it does not work (I get the folder w/ the exclamation point on the display). I tried to restore the ipod, but it is toast"
B00064L1AI:didn't_work!:q._nguyen,B00064L1AI,Samsung SIR-T451 High Definition Terrestrial Tuner: Electronics,electronics,0 of 1,1.0,Didn't work!,"November 6, 2006",Q. Nguyen,Minneapolis,"I was extremely excited when I received this product and have had good success with Samsung products.  However, when I made all the connections, the unit didn't work.  I was disapointed and frustrated.  All the connections and settings were correct, but it didn't work.  I have an older DVI connection instead of the newer HDMI digital connection.

I returned the product and bought the Humax brand HDTV tuner.  I bought a DVI to HDMI cable and connected the unit.  It works like a charm!  I don't know what was wrong with the Samsung SIR-T451, but I wouldn't recommend this product to anyone.  I'm also having second thoughts about Samsung products now.  It seems like the reliability/quality factor of Samsung products has declined now that they are more mainstream"
B000261N6M:not_worth:viswaprasad_karunakaram,B000261N6M,Coby DVD-224 Compact DVD Player: Electronics,electronics,1 of 1,1.0,Not worth,"November 21, 2006",Viswaprasad Karunakaram,"Phoenix, AZ","This player worked for 2 months. Then all of sudden it started failing with ""no disk"" message. Please do not go for cheap players"
B0006ZKX7Y:warning!_batteries_die_quickly!!:silent_watcher,B0006ZKX7Y,Think Outside Bluetooth Stowaway Travel Mouse for Pocket PC PDA: Electronics,electronics,1 of 1,1.0,Warning! Batteries die quickly!!,"January 19, 2006",Silent Watcher,"NY, USA","I've had it for one week only and I'm using 3rd pair of Duracell batteries right now! I was using it for 3-4 hours per day (I have another mouse at work). Stayed switched off for the rest of the day in order to save batteries. Nice mouse when it works.. Mine is piece of junk, maybe the latest batch they've got was not up to standard. So I totally agree with Mr. Loftin.. And it's silver one in my case, not a black one I've ordered.."
B0006ZKX7Y:stay_away!!!__eats_batteries!!!:scott_m._loftin,B0006ZKX7Y,Think Outside Bluetooth Stowaway Travel Mouse for Pocket PC PDA: Electronics,electronics,4 of 4,1.0,Stay Away!!!  Eats Batteries!!!,"January 16, 2006",Scott M. Loftin,,"I can use it for about 5 working days and Ka-Put!  (Even though I switch it off when I'm not using it.)  There is no intelligible low battery indication or warning either.  Also when I changed batteries, the battery contacts fell out.  Poor quality"
B00009KO0D:not_by_apple!!!!!!:b._sheehan,B00009KO0D,Apple - Data cable: Electronics,electronics,,1.0,NOT BY APPLE!!!!!!,"June 24, 2006",B. Sheehan,Philly,"I wanted an original apple usb cord for my iPod, and the description said this is, but it isn't. So if you're like me and you want the original, don't buy this one"
B000E5XHGK:not_what_i_thought:treble,B000E5XHGK,Apple MA242LL/A iPod AV Connection Kit: Electronics,electronics,8 of 20,1.0,Not what I thought,"February 22, 2006",Treble,Arizona,"This product is not very good.  There is no display on the TV, just a black screen.  The remote, which is just a pause button anyways with no menu functions, does not make a difference because you are unable to see your small Ipod screen from far away.  The overall video quality is quite low, even with an s-video cable"
B000CSP8IO:stay_away_from_this_product:leduberto_zepulturero,B000CSP8IO,Griffin Technology 9781-TRP30BK iTrip FM Transmitter with LCD and Dock Connector for iPod: Electronics,electronics,2 of 2,1.0,stay away from this product,"November 9, 2006",Leduberto Zepulturero,"NYC, NY","Avoid this product at all costs!!!  I should've listened to the other reviews but NOOOO, I just had to see it for myself.  This product worked (barely) for 2 weeks then just totally died.  In the short time that it worked, the sound quality was just horrible.  No matter what free channel you play it on.  I have a good 40 mile drive one way (not city or metropolitan driving) and in that span, I'll have to switch channels between 3 to 5 times. 
Kudos to Amazon's hassle free return policy, I was able to return it and get the Belkin TuneBase FM which I highly recommend"
"B0009U6YQK:the_worst:t._b._clavel_""jb_clavel""",B0009U6YQK,CTA DIGITAL iPod Fold-Up Amplified Aluminum Speakers ( White ): Electronics,electronics,21 of 23,1.0,the WORST,"November 20, 2005","T. B. Clavel ""JB Clavel""",New York,"Not at all durable due to very, very cheap construction.  I had to massage my batteries to get the speakers to play.  A total waste of time to purchase, try to use and return.  Couldn't even give these away"
"B0002YY1HW:phone_stops_ringing:dave_""jungleman_techy""",B0002YY1HW,AT&T 974 Small Business System Speakerphone with Intercom and Caller ID/Call Waiting (Titanium Blue): Electronics,electronics,1 of 1,1.0,Phone stops ringing,"November 9, 2006","Dave ""jungleman techy""","Miami, FL","I have a VOIP setup with voicepulse.  This phone works great as long as I don't assign phone numbers to the presets. When I do it stops ringing after a few days.  The lights flash indicating an incoming call and I can answer the phone if I notice the lights flashing but it doesn't ring. If I reset the phone to defaults, erasing all presets, then it works OK.   I got a new one from AT&T and it does the same thing.  I love the headset button to switch between speaker and headset. Let me know if you know a workaround"
B0000A8Y5K:barely_works_-_low_audio_quality:andrew_trieger,B0000A8Y5K,Panasonic KX-TCA92 Hands-free Headset with Comfort Fit and Fold Design: Electronics,electronics,1 of 1,2.0,barely works - low audio quality,"June 14, 2006",Andrew Trieger,,"callers can barely hear me, even with the mic right in my mouth (volume adjustment on cord doesnt affect it).
and even worse, callers hear an echo of themselves, the mic picks up the caller in the earpiece enough to resend it!  (echo!). Must be because its all on the same arm or something crappy.  This makes it basically unusable, so waste of money, throw away, going to buy a better one"
"B00005UK9X:incorrectly_described:j._ramirez_""jose""",B00005UK9X,Garmin Portable Friction Mount for GPS 010-10306-00: Electronics,electronics,9 of 9,1.0,Incorrectly described,"September 22, 2006","J. Ramirez ""Jose""","Piscataway, NJ",This Item is not described correctly. This ITEM is NOT for Garmin c550 or Any of the C line. I had to returned it at my OWN EXPENSE. AMAZON please correct the description of the ITEM
